,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,Teachers,Text_Books,Title_1,Total,Transportation
K528,4,82,270,842,372,60,385,1371,343,51,40,8340,89,53,882,766,14412,17,1,2,218.0,82,293,310,69,294,1903,278,1874,2.0,74,234,1.0,14,343,528,477,0,45,302,10,K528,304,588,79,261.0,125,394,7253,108,1.0,16299,138
K531,5,114,468,1013,385,310,416,1267,343,52,40,8159,89,425,1144,569,15657,17,1,42,280.0,114,243,326,69,127,3138,232,1966,2.0,339,234,1.0,11,237,596,212,0,53,925,6,K531,425,739,117,9.0,236,395,6778,120,1.0,17495,173
K533,4,115,477,750,5,221,416,1231,342,52,40,7948,89,233,791,533,14086,17,0,13,280.0,115,613,225,69,229,2471,603,1572,2.0,6,233,0.0,10,311,566,424,0,124,548,6,K533,303,492,83,403.0,106,394,6867,94,1.0,16293,133
K537,4,115,1245,796,836,604,366,1385,344,53,40,6965,89,46,532,706,15580,17,1,13,311.0,115,292,282,70,222,4011,282,2307,2.0,53,234,1.0,10,241,555,337,2,764,624,4,K537,304,597,84,7.0,313,396,6064,146,1.0,17468,121
K539,5,159,762,802,860,454,366,1389,343,52,40,8102,89,29,633,709,15466,17,1,124,312.0,159,231,287,69,304,2728,222,2286,2.0,61,234,285.0,9,211,597,229,0,53,614,4,K539,304,592,75,7.0,230,395,6862,133,1.0,17292,122
K543,1,128,386,792,947,171,367,1523,340,46,40,7703,89,21,713,839,14223,17,142,29,316.0,128,337,285,67,119,1761,328,2316,2.0,62,234,4.0,9,158,469,453,1,24,168,7,K543,303,759,48,2.0,138,386,6841,126,1.0,16147,115
K544,4,98,202,1043,610,257,416,1267,341,51,39,8554,89,128,651,569,15853,17,146,99,280.0,98,304,487,69,316,2522,279,2369,2.0,10,233,1.0,25,115,494,476,0,1009,143,20,K544,304,1083,82,7.0,174,393,7303,139,1.0,17750,162
K546,4,142,195,741,916,250,416,1267,340,48,40,7318,89,69,742,569,13373,17,1,1,280.0,142,214,201,67,183,1780,203,2125,2.0,10,233,249.0,12,351,610,536,0,29,213,7,K546,304,466,26,3.0,130,388,6137,108,1.0,15176,146
K547,4,92,512,883,305,562,385,1371,341,51,40,8759,89,19,559,766,15852,17,51,72,218.0,92,305,306,68,150,2840,277,1907,2.0,69,234,233.0,28,203,548,396,0,343,610,23,K547,304,902,153,6.0,146,392,7549,118,1.0,17749,184
K548,4,106,381,975,1076,31,385,1371,342,51,40,7585,89,143,453,766,14491,17,1,4,218.0,106,308,339,68,268,1808,277,2646,2.0,71,234,1.0,31,194,550,269,0,46,703,26,K548,304,856,50,9.0,155,392,6683,97,1.0,16391,242
K568,2,75,595,758,1462,261,425,9031,341,48,40,11337,89,2976,1178,1621,27446,17,311,1,783.0,75,700,272,67,245,2720,251,3525,6202.0,532,234,0.0,449,307,960,648,0,17,52,446,K568,303,861,165,3.0,239,389,6660,110,1.0,29735,93
K587,5,85,225,1839,475,160,354,1249,344,55,40,11247,89,487,734,659,20733,17,205,339,236.0,85,357,885,68,377,4400,225,1913,0.0,325,235,1.0,132,340,669,686,0,896,1839,127,K587,304,298,24,386.0,85,399,8938,69,1.0,22689,561
K590,1,110,303,771,1175,66,366,1439,339,46,40,6672,89,49,560,706,12159,17,2,47,365.0,110,332,244,66,44,1279,324,1889,2.0,135,233,4.0,8,105,270,229,1,20,223,6,K590,303,308,103,2.0,134,385,5942,120,1.0,14076,135
K600,4,85,286,887,941,193,331,1106,342,51,40,7899,89,19,510,496,14049,17,36,8,277.0,85,318,145,69,245,2026,219,2047,2.0,72,233,60.0,98,96,147,462,0,139,765,94,K600,304,806,94,6.0,148,394,6833,105,1.0,15961,348
K625,5,76,234,757,1322,424,353,1329,343,53,40,8066,89,421,432,648,14763,17,65,6,327.0,76,292,209,70,149,2102,270,2432,2.0,10,233,122.0,22,107,260,422,0,269,571,17,K625,304,593,268,127.0,131,397,6569,100,1.0,16651,155
K066,5,110,54,2029,462,26,338,1418,339,51,39,7939,89,23,239,691,14442,18,126,212,389.0,110,245,802,65,143,1713,218,1233,0.0,9,235,1.0,27,130,317,437,0,62,1077,22,K066,375,352,17,14.0,88,390,7023,75,1.0,16277,763
K068,5,83,84,1373,473,193,371,1272,343,56,40,9147,89,417,348,692,16045,18,70,186,209.0,83,371,634,68,158,2527,295,1642,0.0,118,235,1.0,76,167,228,694,0,305,1360,71,K068,304,476,85,343.0,122,399,7417,70,1.0,18015,345
K114,4,95,131,1841,376,98,388,1212,341,55,40,8175,89,28,284,604,15156,18,42,197,220.0,95,260,714,66,110,2362,229,1471,0.0,146,235,1.0,31,155,449,344,0,450,1202,27,K114,304,439,6,119.0,88,396,7266,77,1.0,17012,733
K115,4,80,80,1712,373,81,359,1121,340,54,40,7759,89,56,193,539,13249,18,13,276,224.0,80,230,816,65,173,1416,217,1161,0.0,9,235,1.0,12,93,203,463,1,264,693,7,K115,304,448,37,32.0,104,394,6675,68,1.0,15073,502
K135,5,81,89,2391,374,395,441,2243,341,55,40,8598,89,15,367,842,17245,18,1,268,262.0,81,263,832,66,186,2539,239,1393,698.0,306,235,1.0,24,102,312,838,0,260,1326,18,K135,304,548,4,8.0,152,396,6844,135,1.0,19104,1165
K208,5,67,191,1616,514,111,392,1456,342,56,40,8579,89,16,230,804,15417,18,1,145,260.0,67,236,668,66,187,2360,221,1338,0.0,9,235,1.0,15,51,366,617,0,224,1551,10,K208,304,360,24,5.0,92,397,7511,69,1.0,17250,554
K211,3,109,340,1836,608,92,362,1376,341,54,40,8398,89,20,360,776,17475,18,97,418,238.0,109,244,638,67,145,4316,230,1439,0.0,122,235,6.0,14,164,272,902,0,450,2813,11,K211,303,442,61,14.0,102,395,6655,68,1.0,19313,806
K219,5,73,157,1535,569,168,351,2057,343,58,40,9177,89,95,494,711,17092,18,1,319,345.0,73,371,782,67,157,2585,223,1665,650.0,9,235,1.0,147,118,278,270,0,480,1166,142,K219,360,555,115,142.0,121,401,8027,184,1.0,19063,304
K233,5,70,25,1642,223,233,398,1409,342,57,40,9045,89,33,234,736,17148,18,1,399,275.0,70,300,690,67,128,3809,279,1173,0.0,9,235,1.0,21,203,295,487,0,488,2625,16,K233,304,489,41,45.0,122,399,7879,68,1.0,19047,559
K235,4,134,25,1095,448,66,391,1783,337,47,39,6829,89,42,212,758,12277,18,68,143,251.0,134,239,422,63,172,1217,201,1219,383.0,9,234,1.0,38,68,174,456,0,105,674,34,K235,304,504,12,3.0,89,384,5925,69,1.0,14100,280
K244,5,107,78,2174,349,84,385,1526,342,58,40,9418,89,44,346,809,20312,18,1,375,332.0,107,274,636,67,154,5673,225,1414,0.0,155,235,1.0,49,100,258,715,1,426,4639,44,K244,304,433,71,281.0,94,400,7825,78,1.0,22186,1145
K268,4,126,100,1518,624,26,359,1387,341,56,40,8919,89,31,267,779,16098,18,1,316,250.0,126,293,684,66,107,2279,220,1869,0.0,200,235,1.0,73,141,395,641,0,316,1429,68,K268,304,664,2,6.0,180,397,7555,66,1.0,17988,441
K272,5,82,87,2258,690,124,332,1129,342,58,40,9892,89,20,313,570,18268,18,82,482,226.0,82,382,871,67,128,3416,246,1491,0.0,154,235,1.0,136,112,308,403,0,330,2368,131,K272,304,373,84,10.0,110,400,8555,65,1.0,20251,994
K276,5,87,89,1484,337,78,404,1231,341,56,40,8982,89,33,170,586,15814,18,7,196,240.0,87,279,682,66,155,2641,242,1390,0.0,10,235,1.0,38,100,251,505,1,392,1806,31,K276,304,447,2,246.0,110,397,8005,76,1.0,17691,409
K279,5,178,218,1958,474,69,393,1596,342,58,40,9793,89,111,212,876,19186,18,1,205,326.0,178,411,682,67,124,4023,293,1639,0.0,216,235,1.0,118,138,324,393,0,525,2859,113,K279,304,700,45,8.0,132,399,8629,68,1.0,21196,883
K285,4,105,327,1332,490,170,428,1348,340,50,40,7823,89,13,390,679,13705,18,60,82,242.0,105,267,708,65,73,1867,217,1229,0.0,129,235,1.0,50,166,230,462,0,211,543,45,K285,304,420,35,5.0,84,391,6956,71,1.0,15562,230
K366,2,95,755,1381,37,25,329,1219,336,48,39,16120,89,13,1484,182,27578,18,2,22,708.0,95,338,583,64,458,4883,330,3879,0.0,1001,234,4.0,8,794,2050,441,1,53,1770,6,K366,303,1699,0,5.0,88,385,14002,178,1.0,29500,406
K415,5,206,1253,1021,2468,783,425,2376,351,61,42,8536,89,448,1891,1540,24325,18,1,52,410.0,206,736,461,74,230,7166,301,5020,2.0,36,235,1.0,435,447,839,463,0,1251,1538,430,K415,304,1154,268,11.0,547,412,6819,220,1.0,26673,166
K500,5,176,300,864,1062,446,379,1305,337,53,37,6325,92,72,582,699,14116,18,84,6,226.0,176,475,317,67,66,3259,457,2187,2.0,186,233,123.0,19,88,281,189,0,513,1246,13,K500,304,714,156,10.0,120,390,5460,67,0.0,16181,150
K515,6,366,928,1033,1952,1695,587,2126,351,62,41,14675,89,417,1068,1114,36200,18,192,24,423.0,366,1409,209,76,202,11536,538,6463,2.0,256,234,1.0,871,718,2008,1324,0,3257,3678,865,K515,304,2156,799,70.0,277,413,11585,67,1.0,39222,431
K563,4,89,994,981,87,26,425,2237,342,50,40,10066,89,75,391,1401,17299,18,145,2,410.0,89,228,446,68,524,2129,219,1797,2.0,7,234,1.0,8,285,760,404,0,36,252,4,K563,304,829,99,5.0,117,392,8835,118,1.0,19118,142
K566,5,109,124,831,722,26,587,2102,343,54,40,8571,89,21,1446,1095,17429,18,1,26,419.0,109,299,189,70,142,2764,284,3051,2.0,116,233,1.0,15,270,992,1023,1,82,816,8,K566,304,969,53,9.0,360,398,7067,121,1.0,19325,248
K567,4,55,350,1015,683,712,587,2066,342,53,39,8328,89,199,379,1058,16230,18,0,23,419.0,55,362,190,70,286,2631,350,2134,2.0,47,233,0.0,12,232,794,412,1,66,891,7,K567,303,530,39,9.0,118,396,7213,108,1.0,18188,432
K569,3,70,619,968,5,24,425,2201,342,51,40,8916,89,39,610,1365,15707,18,0,1,410.0,70,343,458,68,430,1630,339,1922,2.0,4,234,0.0,4,253,965,434,0,40,84,1,K569,303,825,35,5.0,122,392,7849,124,1.0,17643,118
K576,5,95,439,757,811,154,587,2102,342,52,40,7575,89,23,734,1095,15350,18,1,3,419.0,95,716,193,69,627,2151,707,2671,2.0,61,233,1.0,10,302,889,763,1,67,454,4,K576,304,704,56,7.0,259,394,5869,172,1.0,17660,171
K578,4,104,397,719,146,26,587,2102,338,48,39,11966,89,3892,594,1095,19372,18,1,2,419.0,104,712,194,67,375,1540,704,2940,2.0,68,233,1.0,8,384,936,417,0,48,90,3,K578,304,1394,249,214.0,251,386,6859,103,1.0,21670,131
K581,3,112,244,1919,5,24,402,1509,342,56,40,9349,89,83,404,817,16064,18,0,2,290.0,112,354,963,68,183,1836,349,1338,0.0,4,235,0.0,5,24,813,2319,0,79,1063,2,K581,303,419,64,11.0,90,398,6557,138,1.0,18016,564
K588,5,196,148,1370,452,28,354,1221,341,53,39,9100,89,172,490,523,15802,18,1,184,344.0,196,281,662,67,297,2053,270,1862,0.0,6,235,1.0,11,328,619,316,0,283,775,6,K588,304,612,12,8.0,171,394,8047,65,1.0,17678,315
K589,5,73,196,802,686,403,402,1547,342,53,39,9162,89,43,546,854,16005,18,116,3,290.0,73,222,268,69,191,1956,212,2463,2.0,7,233,1.0,10,251,1048,883,0,230,215,4,K589,304,508,49,10.0,211,395,7878,107,1.0,17822,141
K598,5,121,153,1193,510,29,402,1545,340,51,40,9004,89,31,417,853,15654,18,96,2,290.0,121,218,457,66,649,2126,210,1665,0.0,26,234,1.0,9,246,680,1085,0,504,680,4,K598,304,330,61,6.0,139,391,7065,85,1.0,17463,342
K617,5,73,526,914,914,78,379,1304,344,55,39,7879,89,18,752,698,15876,18,1,3,225.0,73,297,317,71,184,2025,286,3681,2.0,6,234,1.0,11,17,1279,235,2,96,555,4,K617,304,1293,42,12.0,184,399,7299,90,1.0,17773,203
K629,5,73,727,1071,1151,44,425,2237,343,54,40,8549,89,70,438,1401,17600,18,3,7,410.0,73,232,452,70,323,2063,223,3607,2.0,14,234,1.0,9,46,1522,546,0,80,724,4,K629,304,838,47,8.0,87,397,7335,206,1.0,19429,226
K633,3,84,268,866,758,24,379,1268,341,49,40,7062,89,466,574,662,13654,18,0,1,225.0,84,351,316,68,281,1168,343,3207,2.0,3,234,0.0,8,159,912,985,1,30,113,4,K633,303,924,31,4.0,609,391,5199,96,1.0,15596,157
K635,4,72,468,1159,772,26,365,1479,339,47,39,11809,89,3750,472,846,19286,18,1,1,267.0,72,282,646,66,625,1337,271,3430,2.0,55,235,1.0,11,256,1070,785,3,39,76,3,K635,304,992,304,3.0,592,386,6143,144,1.0,21154,120
K637,5,63,356,752,1015,26,587,2102,344,56,40,8959,89,29,1443,1095,17582,18,1,3,419.0,63,229,183,71,622,2096,217,3610,2.0,98,233,1.0,12,12,1627,637,3,91,168,4,K637,304,649,83,9.0,310,400,7338,148,1.0,19412,175
K642,5,183,654,1012,15,190,379,1304,345,53,40,10828,89,20,656,698,17098,18,1,8,225.0,183,221,310,70,691,1717,212,2055,2.0,18,234,1.0,9,34,1249,1262,0,63,120,4,K642,304,555,84,6.0,229,398,8592,153,1.0,18916,308
K673,8,62,279,1140,5,24,329,1061,341,48,39,8579,89,759,587,23,14504,18,0,4,708.0,62,289,615,67,713,1287,280,2375,2.0,20,235,10.0,9,295,1395,544,1,30,71,1,K673,303,813,1,3.0,159,389,6340,189,1.0,16382,132
K007,4,104,164,1703,343,71,349,1248,340,55,40,8351,89,16,157,609,14452,19,2,221,291.0,104,288,803,65,132,1849,278,1197,0.0,98,235,1.0,10,138,251,539,1,369,948,5,K007,304,490,47,7.0,106,396,7134,162,1.0,16335,507
K013,3,104,96,2300,536,212,353,1206,343,59,40,11829,89,615,298,599,19675,19,0,440,254.0,104,318,765,68,355,2199,302,2036,0.0,209,235,0.0,17,220,376,1146,1,421,952,13,K013,306,962,102,8.0,155,403,8890,72,1.0,21596,1140
K065,4,122,450,1509,603,29,328,2304,342,56,40,8168,89,41,142,99,15449,19,2,247,848.0,122,312,825,66,408,1659,279,1686,1029.0,192,236,1.0,33,159,368,481,1,42,835,28,K065,304,613,25,7.0,95,398,6330,443,1.0,17359,292
K072,5,137,247,3843,393,54,421,1468,347,62,40,10188,89,69,574,815,25525,19,2,30,232.0,137,475,735,71,126,7367,453,2521,0.0,17,235,1.0,21,216,563,1034,1,1001,5272,15,K072,304,1055,29,393.0,118,408,8812,70,1.0,27608,2716
K089,4,69,216,2394,28,42,391,1351,341,54,40,10718,89,140,381,699,17779,19,2,698,262.0,69,331,738,66,208,1636,322,1611,0.0,11,235,1.0,9,506,785,1537,1,186,303,4,K089,304,693,56,7.0,98,395,7983,84,1.0,19705,1264
K108,4,89,184,1351,357,32,391,1018,342,56,41,8353,89,16,147,512,13508,19,43,290,114.0,89,372,628,66,129,1286,278,1412,0.0,11,235,1.0,93,152,239,693,1,192,535,88,K108,304,551,22,125.0,140,398,7099,91,1.0,15478,330
K149,2,76,217,1785,510,101,404,1366,342,56,40,9180,89,203,208,719,15401,19,0,338,243.0,76,292,739,66,255,1531,271,1463,0.0,146,236,0.0,20,202,295,482,0,212,591,17,K149,303,529,29,4.0,125,398,7660,68,1.0,17291,653
K158,5,65,208,2043,593,86,448,1499,343,58,40,9925,89,42,457,819,17392,19,2,192,232.0,65,291,844,67,196,1750,280,2110,0.0,201,235,1.0,10,219,366,769,1,55,723,5,K158,304,727,36,278.0,146,401,8415,74,1.0,19283,807
K159,4,67,139,1441,383,139,393,1125,342,56,40,9346,89,426,128,570,14951,19,2,356,162.0,67,400,614,66,152,1673,279,1298,0.0,131,235,1.0,121,151,249,660,1,392,723,116,K159,355,439,2,128.0,99,398,7543,76,1.0,16949,383
K166,5,97,454,1591,665,591,470,1459,342,56,40,9007,89,449,373,745,18027,19,173,250,244.0,97,311,602,68,300,3698,275,2175,0.0,186,235,1.0,36,224,406,833,1,939,944,30,K166,304,773,164,211.0,120,398,6745,78,1.0,19936,597
K171,4,71,389,1278,434,96,436,1300,342,53,40,7136,89,35,468,696,13542,19,2,175,168.0,71,471,560,66,94,2074,318,1682,0.0,13,235,1.0,153,123,280,683,1,435,562,148,K171,304,443,121,427.0,98,394,5947,69,1.0,15608,325
K174,5,79,346,1695,708,29,541,1888,342,52,40,9885,89,18,614,1046,18291,19,2,242,300.0,79,316,765,67,186,2565,269,2179,0.0,255,235,1.0,47,121,504,914,1,395,1058,42,K174,304,818,50,18.0,131,395,8141,77,1.0,20201,537
K190,3,66,796,2607,519,39,445,1805,345,60,41,12664,89,190,272,954,23908,19,0,890,406.0,66,490,724,69,200,4022,278,2744,0.0,14,235,0.0,212,428,724,1511,0,741,1746,209,K190,303,1231,106,7.0,262,405,9555,197,1.0,26003,1491
K202,4,74,94,1783,508,68,432,1351,341,51,40,8364,89,27,271,696,14984,19,86,404,223.0,74,289,704,66,100,1635,266,1777,0.0,13,235,1.0,23,104,248,453,1,369,643,17,K202,359,528,1,384.0,108,392,7236,129,1.0,16865,631
K213,3,106,362,2259,5,103,402,1657,344,59,40,9906,89,239,288,916,18284,19,0,481,339.0,106,988,784,68,164,2745,444,1611,0.0,4,236,0.0,544,185,531,490,1,765,1042,541,K213,306,700,19,239.0,136,402,8441,68,1.0,20874,1080
K214,4,81,113,1733,474,29,353,1035,341,56,40,9091,89,440,133,507,14859,19,2,143,174.0,81,291,654,66,204,1482,278,1438,0.0,11,235,1.0,13,83,207,511,1,274,846,7,K214,304,506,30,111.0,140,397,7667,83,1.0,16746,686
K218,5,85,422,1264,707,119,517,1709,344,56,41,9086,89,20,859,863,17246,19,110,247,329.0,85,452,540,69,80,2645,435,2458,0.0,12,235,1.0,17,151,383,766,1,341,643,11,K218,304,646,39,595.0,127,401,7814,105,1.0,19299,331
K224,4,99,137,1873,549,121,449,1412,342,56,40,8971,89,160,191,659,16347,19,2,254,303.0,99,324,682,66,284,2340,314,1653,0.0,203,235,1.0,10,118,262,651,1,362,1409,5,K224,304,583,27,143.0,116,397,7307,84,1.0,18268,798
K260,5,70,97,1898,413,247,572,2170,342,57,40,10337,89,22,381,1271,18626,19,2,541,327.0,70,313,701,67,117,1983,279,2167,0.0,319,235,1.0,33,216,561,528,1,54,986,28,K260,304,784,2,309.0,100,399,8557,249,1.0,20538,804
K273,3,113,108,2355,332,99,414,1704,343,59,40,9679,89,31,321,946,17808,19,150,288,344.0,113,280,694,68,160,2215,276,1742,0.0,14,235,0.0,4,177,451,1208,0,518,842,1,K273,303,549,25,249.0,161,402,7765,189,1.0,19690,1269
K290,4,133,293,1261,576,96,434,1457,342,56,40,9079,89,17,171,719,15313,19,2,383,305.0,133,442,689,66,59,1647,280,1736,0.0,10,236,1.0,163,157,370,858,1,367,561,158,K290,304,611,26,14.0,164,399,7542,184,1.0,17354,179
K292,5,131,178,1366,476,214,441,1411,342,54,40,9308,89,414,349,644,16188,19,2,99,325.0,131,283,574,67,54,1846,272,2126,0.0,182,234,1.0,11,130,362,809,1,64,909,6,K292,304,684,76,492.0,112,396,7575,97,1.0,18067,399
K302,5,195,372,1249,517,117,391,1351,340,54,40,9478,89,588,473,699,17039,19,20,186,262.0,195,337,439,67,281,3171,303,1595,0.0,121,234,1.0,34,188,231,861,1,503,1499,28,K302,304,551,154,122.0,175,394,7198,89,1.0,18970,417
K306,5,134,165,2184,254,209,406,1460,342,54,40,10486,89,26,295,753,18511,19,104,332,301.0,134,548,723,67,270,2979,467,1267,0.0,170,235,1.0,81,172,328,1102,1,579,1455,76,K306,304,435,123,134.0,117,396,8395,65,1.0,20655,1069
K311,3,84,204,1126,805,23,445,1771,343,53,40,9408,89,57,723,920,16730,19,0,8,406.0,84,430,559,67,86,1708,263,2633,0.0,14,235,0.0,167,346,860,1827,0,42,370,164,K311,303,786,100,6.0,177,396,7243,74,1.0,18756,175
K328,5,101,330,2338,895,554,473,1828,344,54,40,10996,89,623,236,1036,21881,19,143,514,320.0,101,343,925,68,110,3786,272,2831,0.0,10,235,1.0,71,201,397,1347,1,957,1364,65,K328,304,880,47,494.0,164,398,8275,68,1.0,23821,1020
K345,5,83,286,1955,364,29,410,1354,342,57,40,10284,89,155,204,695,16869,19,2,453,249.0,83,395,654,67,185,1973,279,1220,0.0,4,235,1.0,116,123,302,868,1,259,1069,110,K345,304,414,31,8.0,132,399,8423,163,1.0,18864,908
K346,5,101,171,1908,441,136,394,1349,340,55,40,8841,89,27,203,681,16050,19,2,248,274.0,101,303,650,66,83,2510,277,1341,0.0,157,235,1.0,26,127,280,487,1,393,1477,21,K346,304,485,101,9.0,127,396,7632,106,1.0,17948,865
K364,5,70,261,1291,822,29,330,2971,341,52,40,8697,89,31,312,820,17192,19,203,421,0.0,70,293,581,66,92,1823,267,2340,1822.0,318,235,1.0,25,218,548,540,1,56,744,20,K364,304,452,60,368.0,149,393,7146,87,1.0,19078,317
K409,2,137,355,761,1224,23,331,1056,342,49,40,8026,89,14,663,427,14276,19,0,7,297.0,137,265,260,68,154,1521,255,2774,2.0,14,234,0.0,10,168,531,835,0,21,291,7,K409,303,592,211,334.0,93,391,6691,101,1.0,16131,108
K420,3,70,465,719,826,342,373,1428,345,57,40,8627,89,437,592,759,16102,19,63,7,295.0,70,321,218,71,99,3051,295,2207,2.0,138,234,121.0,26,60,226,402,1,375,1154,23,K420,303,905,217,7.0,243,402,7121,84,1.0,18025,109
K452,4,173,577,1090,684,34,394,1349,342,50,41,9280,89,156,413,681,16688,19,2,7,274.0,173,278,519,66,209,1956,262,2840,0.0,77,235,1.0,16,573,967,830,1,35,323,11,K452,304,1020,38,6.0,163,391,7868,93,1.0,18558,178
K502,4,84,435,770,360,451,397,1254,343,54,40,6790,89,46,752,650,13876,19,2,7,205.0,84,329,222,70,41,2715,319,2264,2.0,80,233,148.0,9,135,560,266,1,796,144,4,K502,304,894,13,9.0,441,397,6092,97,1.0,15802,155
K504,5,87,644,745,353,428,397,1254,342,53,40,7415,89,31,578,651,13999,19,2,158,205.0,87,632,187,69,328,2442,620,2057,2.0,9,233,140.0,12,163,518,155,1,60,566,7,K504,304,789,40,282.0,116,395,6449,104,1.0,16226,165
K507,4,70,222,647,375,401,397,1255,343,53,40,7652,89,20,622,651,13656,19,166,26,205.0,70,335,129,70,319,2099,318,1933,2.0,66,233,1.0,16,189,648,450,3,64,435,10,K507,304,593,83,8.0,310,396,6550,138,1.0,15587,126
K510,4,144,211,812,376,275,397,1255,343,53,40,7637,89,19,485,651,13924,19,147,10,205.0,144,375,238,70,259,1754,318,2322,2.0,72,233,1.0,58,178,603,685,1,61,396,53,K510,304,1151,22,9.0,184,396,6474,95,1.0,15895,180
K583,2,112,678,773,488,23,373,1381,338,48,39,8015,89,10,562,712,14332,19,0,5,295.0,112,284,225,65,587,1461,279,2590,2.0,4,233,0.0,5,179,637,285,1,5,14,3,K583,303,826,51,0.0,639,386,6593,481,1.0,16202,155
K615,5,79,245,952,899,156,373,1323,342,52,40,7696,89,80,588,680,14506,19,62,9,269.0,79,327,326,69,362,2129,267,2326,2.0,11,234,70.0,60,75,182,363,1,183,820,55,K615,304,646,94,496.0,104,394,6604,104,1.0,16426,233
K618,4,44,512,959,779,29,373,1458,343,54,40,8973,89,20,482,788,16610,19,2,23,295.0,44,338,211,70,447,2154,320,3023,2.0,7,233,1.0,19,24,1071,1121,1,65,1040,14,K618,304,1018,33,12.0,143,397,7223,97,1.0,18545,354
K639,4,71,390,766,695,216,373,1458,344,54,40,8214,89,20,1131,788,16513,19,2,208,295.0,71,259,229,70,365,2386,249,3618,2.0,7,234,1.0,10,229,1015,1272,1,64,355,5,K639,304,1559,44,8.0,341,397,6204,94,1.0,18370,145
K659,3,68,249,721,1130,23,373,1381,341,51,39,6894,89,19,483,711,12896,19,0,1,295.0,68,367,219,68,301,1133,353,2700,2.0,0,233,0.0,14,216,544,313,1,34,128,10,K659,303,826,42,5.0,195,391,6109,107,1.0,14854,109
K660,5,111,472,955,914,542,381,1682,344,56,40,9246,89,425,711,811,17640,19,73,11,488.0,111,321,278,71,383,3644,290,2002,2.0,154,234,1.0,31,102,251,543,1,546,1197,25,K660,304,718,200,13.0,107,400,7413,116,1.0,19561,284
K677,5,77,103,1528,565,29,421,1468,342,55,40,9453,89,92,340,815,16306,19,2,397,232.0,77,298,729,66,959,1550,289,2230,0.0,38,235,1.0,10,201,635,793,1,42,834,4,K677,304,799,1,7.0,224,397,7087,85,1.0,18201,406
K678,5,27,761,1799,28,29,421,1468,346,58,40,10848,89,36,37,815,20514,19,2,761,232.0,27,289,704,70,1791,1654,278,4771,0.0,11,235,1.0,11,56,2387,1596,1,84,685,5,K678,304,2011,264,14.0,331,404,6273,114,1.0,22406,702
K683,5,70,681,998,28,29,517,1711,343,52,40,8461,89,295,657,864,15527,19,2,265,329.0,70,276,551,69,783,1937,266,2349,2.0,12,234,1.0,10,372,1067,1126,1,54,143,5,K683,304,793,1,9.0,453,395,5826,152,1.0,17398,54
K030,2,68,170,1045,472,355,350,2609,339,50,39,7490,89,29,383,522,16399,20,198,2,92.0,68,238,439,65,61,2514,235,2672,1645.0,342,234,7.0,3,253,601,476,0,24,1131,1,K030,303,958,12,331.0,310,389,6492,69,1.0,18226,214
K048,5,79,100,2113,349,24,378,1299,341,57,40,8016,89,182,258,712,15083,20,1,75,210.0,79,249,807,66,212,2277,227,1298,0.0,10,235,1.0,22,165,352,488,1,262,1468,17,K048,304,489,17,7.0,101,398,6959,72,1.0,16930,912
K062,5,70,93,1349,389,61,355,1139,343,56,40,9573,89,433,349,564,15446,20,58,49,220.0,70,330,613,68,166,1904,291,1410,0.0,107,235,1.0,39,157,209,681,0,170,1016,34,K062,304,451,211,234.0,128,400,7858,67,1.0,17375,343
K069,2,67,146,2003,347,22,383,1351,342,57,40,8466,89,152,117,594,14790,20,0,233,373.0,67,257,838,66,187,1586,254,1318,0.0,296,236,7.0,3,115,239,657,0,19,1166,1,K069,303,619,34,4.0,108,399,6578,322,1.0,16646,773
K102,5,95,85,1517,269,169,359,989,340,57,40,8185,89,43,134,471,14012,20,1,3,160.0,95,249,580,66,204,2202,226,1023,0.0,101,235,1.0,23,89,210,468,1,285,1439,18,K102,304,438,25,9.0,98,397,7233,109,1.0,15858,544
K104,4,76,61,1309,384,24,387,2074,337,49,39,7113,89,79,99,713,13099,20,1,101,250.0,76,264,454,64,336,1246,208,1280,725.0,82,234,1.0,55,81,202,202,0,366,616,50,K104,304,506,30,90.0,98,386,6213,69,1.0,14949,462
