DBN,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,Teachers,Text_Books,Title_1,Total,Transportation,Name,schoolyear,fl_percent,frl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,poverty_level,elementary_school,middle_school,high_school
M650,2,167,528,836,929,737,236,706,370,74,34,9025,83,110,678,457,16841,1,0.0,2,10,167,277,155,71,54,2381,267,3725,1.0,12,264,3,9,341,1132,300,1,35,63,6,M650,307,1499,177,5,161,444,8275,92,1.0,18900,292,CASCADES HIGH SCHOOL,2011,,81.3,202.0,4.0,6.9,2.5,43.1,49.0,5.0,46.0,54.0,45.9946595461,0,0,1
M696,2,25,239,784,639,35,306,1388,358,56,34,7560,83,90,439,760,12465,1,0.0,2,321,25,398,169,64,174,1153,253,1555,1.0,176,260,3,145,241,361,161,1,24,175,142,M696,307,401,20,1,152,415,6846,89,0.0,14617,225,BARD HIGH SCHOOL EARLY COLLEGE,2011,,22.6,588.0,0.3,0.7,14.8,14.3,16.2,53.2,31.8,68.2,2.40320427236,0,0,1
M839,2,103,516,857,421,656,454,1320,371,80,34,8502,83,267,353,628,15088,1,0.0,140,238,103,345,372,73,177,2846,332,1460,0.0,22,263,3,13,228,526,559,1,63,1030,10,M839,307,223,36,12,279,451,7215,84,1.0,17223,95,TOMPKINS SQUARE MS EXTENSION,2011,,72.6,389.0,7.5,24.7,23.7,11.8,47.6,14.7,49.4,50.6,27.9038718291,0,1,0
M001,4,177,46,1511,319,291,596,1619,368,81,34,9331,83,106,516,716,16783,2,3.0,277,307,177,262,704,70,85,2605,251,1541,0.0,13,264,3,11,306,375,373,1,42,1401,6,M001,307,754,11,7,85,449,8383,79,1.0,18833,417,PS 001 ALFRED E SMITH,2011,,86.4,544.0,43.0,11.9,68.8,11.6,16.7,1.8,56.4,43.6,59.479305741,1,0,0
M002,2,147,149,1462,229,25,430,1167,370,82,34,9859,83,145,305,532,15455,2,3.0,314,206,147,273,849,71,331,1869,251,951,0.0,177,265,3,22,171,252,398,1,365,852,19,M002,307,368,9,7,95,452,8425,57,1.0,17519,224,PS 002 MEYER LONDON,2011,,95.9,832.0,46.4,11.1,82.7,7.8,7.3,2.2,53.2,46.8,90.7877169559,1,0,0
M003,2,149,105,1233,262,28,503,1388,361,69,34,7691,83,46,283,628,14644,2,3.0,405,257,149,267,179,67,158,3181,251,1001,0.0,173,260,3,16,103,288,253,1,450,2208,13,M003,307,358,19,9,84,430,6510,124,0.0,16680,665,PS 003 CHARRETTE SCHOOL,2011,,14.7,720.0,3.5,16.5,5.6,7.6,14.4,64.7,52.8,47.2,1.26835781041,1,0,0
M006,2,79,42,1042,433,34,432,1334,361,69,34,7773,83,437,231,673,13551,2,3.0,72,229,79,352,261,67,130,2348,318,976,0.0,139,260,3,34,106,254,487,1,564,1368,31,M006,307,200,20,10,79,431,6396,89,0.0,15672,391,PS 006 LILLIE D. BLAKE,2011,,9.7,809.0,1.7,17.3,10.1,3.2,10.0,69.7,53.4,46.6,0.734312416555,1,0,0
M011,2,132,66,1447,301,25,741,2393,368,80,34,9040,83,100,271,1058,16802,2,3.0,176,594,132,286,497,71,269,2487,255,1304,0.0,11,263,3,30,145,326,603,1,515,1462,27,M011,307,567,57,11,99,448,7660,161,1.0,18875,561,PS 011 WILLIAM T HARRIS,2011,,68.2,633.0,3.6,19.1,11.5,12.5,32.2,40.9,54.5,45.5,23.0974632844,1,0,0
M033,2,175,50,2080,451,398,443,1747,369,78,34,9243,83,108,98,937,18238,2,3.0,264,367,175,328,798,70,141,3493,298,1500,0.0,10,264,3,30,222,566,357,1,951,1771,27,M033,307,335,26,34,113,447,8273,63,1.0,20352,893,PS 033 CHELSEA SCHOOL,2011,,83.1,381.0,10.5,12.3,20.7,22.3,39.6,15.5,49.9,50.1,50.6008010681,1,0,0
M040,2,155,48,966,306,24,369,990,361,69,34,7745,83,131,294,450,14095,2,3.0,87,171,155,327,228,67,135,2987,317,1252,0.0,11,260,3,11,139,344,310,1,638,1841,8,M040,307,480,25,10,112,430,6903,140,0.0,16191,348,PS 040 AUGUSTUS STGAUDENS,2011,,14.7,589.0,2.5,16.5,12.1,5.6,13.6,64.0,50.9,49.1,1.26835781041,1,0,0
M041,2,89,80,698,247,24,338,1496,362,70,34,7255,83,47,293,804,13536,2,3.0,3,354,89,343,206,67,45,2853,305,1146,0.0,168,260,3,38,120,274,300,1,482,1851,35,M041,307,488,32,9,127,432,6541,117,0.0,15649,102,PS 041 GREENWICH VILLAGE,2011,,8.9,757.0,1.1,18.4,10.0,3.3,8.6,74.8,50.9,49.1,0.667556742323,1,0,0
M042,2,172,256,1091,249,80,335,1101,369,81,34,9326,83,112,223,547,14984,2,3.0,268,218,172,337,639,71,158,2033,301,1263,0.0,54,264,3,37,241,285,428,1,392,837,33,M042,307,487,83,102,140,451,8038,183,1.0,17111,63,PS 042 BENJAMIN ALTMAN,2011,,94.3,810.0,37.4,10.7,93.3,1.2,4.0,1.5,52.7,47.3,84.2456608812,1,0,0
M047,2,331,229,1712,1126,1161,800,2680,377,88,34,14082,83,209,1344,1333,31516,2,3.0,32,546,331,994,309,78,448,8741,597,3969,1.0,653,264,3,397,360,1428,1173,1,80,5563,395,M047,307,1179,64,46,190,464,11330,170,1.0,34313,1014,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL L,2011,,78.3,157.0,9.6,35.7,2.5,32.5,56.1,8.9,41.4,58.6,37.7169559413,0,0,1
M051,2,108,176,1625,525,251,321,1030,369,81,34,8429,83,102,557,519,16160,2,3.0,287,190,108,323,764,71,95,3199,307,1768,0.0,26,263,3,16,233,616,719,1,635,1344,13,M051,307,428,21,11,189,450,7082,94,1.0,18271,471,PS 051 ELIAS HOWE,2011,,80.7,339.0,15.3,17.7,15.6,11.5,56.0,14.5,53.1,46.9,44.1255006676,1,0,0
M059,2,57,125,1689,362,24,179,564,361,69,34,7620,83,201,344,383,13981,2,3.0,3,3,57,591,316,67,212,2795,303,1256,0.0,6,260,3,289,151,406,365,1,394,1752,286,M059,307,279,20,9,200,430,6751,59,0.0,16341,983,PS 059 BEEKMAN HILL INTL,2011,,25.2,502.0,8.6,15.7,12.7,4.6,16.9,59.8,52.2,47.8,3.13751668892,1,0,0
M077,2,42,14,2045,484,24,268,1119,360,67,34,7486,83,856,175,529,15536,2,3.0,162,322,42,322,214,66,117,3036,312,1808,0.0,11,260,3,10,222,552,303,1,45,2551,7,M077,307,309,45,370,93,428,5892,96,0.0,17624,1442,PS 77 LOWER LAB SCHOOL,2011,,7.3,352.0,0.28,14.2,15.9,3.1,8.8,68.2,45.7,54.3,0.200267022697,1,0,0
M089,2,107,46,2332,638,24,419,1433,361,69,34,7449,83,84,271,729,16005,2,3.0,121,286,107,333,280,67,227,3051,316,1632,0.0,37,260,3,16,156,415,250,1,324,2226,13,M089,307,487,25,11,81,430,6613,89,0.0,18105,1663,PS 89,2011,,10.2,523.0,5.0,15.5,17.6,4.0,9.9,61.2,50.5,49.5,0.86782376502,1,0,0
M104,2,66,114,1234,527,24,278,1092,368,74,34,6901,83,90,343,591,12717,2,3.0,3,224,66,342,366,70,109,2050,316,1373,0.0,12,263,3,26,96,233,227,1,509,959,22,M104,307,337,58,165,112,442,6308,92,1.0,14839,478,JHS 104 SIMON BARUCH,2011,,64.5,995.0,6.6,14.8,52.4,10.2,20.0,17.1,52.0,48.0,20.5607476636,0,1,0
M111,2,144,190,1361,579,90,351,1693,371,81,34,9264,83,110,379,850,17751,2,128.0,140,492,144,326,599,73,74,3631,308,1658,0.0,190,263,3,18,232,361,622,1,524,2087,15,M111,307,555,36,14,148,452,8024,65,1.0,19867,373,PS 111 ADOLPH S OCHS,2011,,75.8,612.0,21.7,25.8,9.2,14.1,59.6,16.3,48.9,51.1,32.4432576769,1,1,0
M114,2,16,273,565,440,24,283,720,360,63,34,7416,83,55,260,435,11685,2,3.0,9,3,16,324,76,66,146,1494,311,1475,0.0,11,260,3,13,159,505,130,1,44,730,10,M114,307,390,34,19,121,423,6933,95,0.0,13770,99,EAST SIDE MIDDLE SCHOOL,2011,,9.8,434.0,0.5,12.9,13.8,2.8,12.7,70.7,41.0,59.0,0.801068090788,0,1,0
M116,2,87,175,1244,246,195,323,1164,360,68,34,8217,83,289,30,568,14229,2,3.0,136,273,87,306,281,66,210,2335,297,1181,0.0,14,260,3,9,108,262,567,1,455,1368,6,M116,307,499,23,7,168,428,6909,66,0.0,16302,574,PS 116 MARY LINDLEY MURRAY,2011,,29.9,785.0,6.6,13.0,19.6,10.8,18.3,47.1,49.4,50.6,4.20560747664,1,0,0
M124,2,77,46,1486,392,121,377,1287,369,79,34,8464,83,132,201,592,14404,2,66.0,203,318,77,278,782,70,103,2040,245,1050,0.0,179,265,3,33,89,236,424,1,38,1478,30,M124,307,308,109,8,105,448,7228,84,1.0,16468,315,PS 124 YUNG WING,2011,,81.1,926.0,24.9,9.6,92.0,3.3,3.2,1.3,51.6,48.4,45.1935914553,1,0,0
M126,2,172,163,1455,290,277,286,1190,370,77,34,9226,83,118,476,653,15945,2,107.0,129,250,172,280,719,71,95,2778,270,1123,0.0,133,264,3,10,151,269,389,1,439,1165,7,M126,307,346,11,128,92,447,8236,113,1.0,18010,347,PS 126 JACOB AUGUST RIIS,2011,,76.1,785.0,17.2,17.5,47.9,10.7,25.9,15.4,51.0,49.0,33.1108144192,1,1,0
M130,2,90,155,1434,374,24,329,1021,369,79,34,7525,83,128,180,506,12981,2,3.0,180,186,90,349,915,70,153,1789,312,1122,0.0,12,265,3,37,70,229,210,1,318,1039,34,M130,307,345,21,81,93,449,6750,70,1.0,15117,130,PS 130 HERNANDO DESOTO,2011,,82.0,1022.0,18.8,10.8,88.4,1.7,5.1,3.7,53.2,46.8,48.1975967957,1,0,0
M131,2,192,223,1562,391,237,596,1522,375,85,34,10517,83,440,564,600,19164,2,133.0,177,326,192,420,786,74,122,3851,318,1519,0.0,37,267,3,101,128,300,592,1,532,2034,98,M131,307,321,169,393,114,460,8850,128,1.0,21383,387,I S 131,2011,,95.7,703.0,47.1,20.2,81.1,6.5,11.5,0.9,60.2,39.8,90.1201602136,0,1,0
M150,2,97,19,1166,41,24,303,4219,360,66,34,8543,83,453,554,510,18644,2,3.0,270,196,97,566,523,65,88,2371,307,2248,3210.0,11,260,3,259,440,1078,1072,1,40,1291,256,M150,307,1013,12,6,110,425,6551,82,0.0,20974,253,PS 150,2011,,8.6,185.0,2.7,11.4,14.6,6.5,14.1,62.2,44.9,55.1,0.534045393858,1,0,0
M151,2,24,172,1296,41,24,14454,21620,360,67,34,8731,83,100,588,909,36071,2,3.0,328,3,24,322,247,66,595,2676,312,1725,6255.0,6,260,3,10,290,1088,513,1,44,1554,7,M151,307,502,13,7,87,428,7029,144,0.0,38159,660,PS 151,2011,,25.0,177.0,9.0,13.6,11.3,18.6,24.9,40.1,57.6,42.4,3.07076101469,1,0,0
M158,2,74,152,945,252,83,635,1618,362,71,34,7980,83,167,212,705,14534,2,3.0,378,278,74,333,271,68,198,2852,322,1064,0.0,235,260,3,11,93,277,400,1,648,1662,8,M158,307,364,19,10,161,433,6487,94,0.0,16639,284,PS 158 BAYARD TAYLOR,2011,,20.8,739.0,2.8,19.6,9.6,3.9,12.9,70.1,49.9,50.1,2.13618157543,1,0,0
M167,2,34,131,1005,489,26,416,1261,366,71,34,6773,83,73,333,562,11937,2,3.0,139,283,34,331,304,70,38,1716,318,1148,0.0,12,262,3,13,98,181,326,1,442,683,9,M167,307,276,54,92,111,437,6066,63,1.0,14043,311,JHS 167 ROBERT F WAGNER,2011,,43.9,1237.0,5.3,16.3,28.8,12.4,24.7,34.0,53.9,46.1,8.4779706275,0,1,0
M183,4,77,37,957,274,24,309,1183,361,69,34,7909,83,358,221,595,14179,2,3.0,4,279,77,373,284,67,85,3036,318,1017,0.0,11,260,3,55,112,262,505,1,481,2156,51,M183,307,382,13,10,89,430,6845,85,0.0,16321,284,PS 183 ROBERT L STEVENSON,2011,,14.6,646.0,8.4,16.6,14.4,5.4,13.3,60.2,54.0,46.0,1.13484646195,1,0,0
M198,2,156,20,1755,601,77,268,1119,370,82,34,9115,83,123,176,530,17356,2,3.0,381,322,156,319,686,72,49,3662,307,1549,0.0,187,264,3,12,152,373,387,1,853,2381,9,M198,307,478,9,11,86,451,7884,92,1.0,19465,680,PS 198 ISADOR E IDA STRAUS,2011,,83.0,569.0,6.5,17.9,11.1,23.6,43.0,20.8,53.8,46.2,50.2670226969,1,0,0
M212,2,36,33,1116,41,63,290,1170,360,67,34,7129,83,46,431,618,13574,2,3.0,2,262,36,305,273,66,209,2923,297,1199,0.0,336,260,3,8,226,596,160,1,700,1466,5,M212,307,430,31,7,126,427,6250,93,0.0,15646,453,PS 212 MIDTOWN WEST,2011,,30.1,343.0,2.9,13.1,12.5,13.4,21.9,49.6,49.0,51.0,4.3391188251,1,0,0
M217,2,116,175,1441,414,323,488,2002,366,71,34,8525,83,92,295,1067,16180,2,190.0,290,448,116,392,604,69,48,2779,299,1317,0.0,11,263,3,93,198,487,567,6,527,1072,85,M217,307,315,18,6,94,437,7440,56,1.0,18347,447,PS 217/IS 217 ROOSEVELT IS.,2011,,54.6,418.0,9.8,12.2,25.8,30.1,21.3,22.5,45.7,54.3,12.6168224299,1,1,0
M225,2,162,264,1374,592,477,288,1263,364,68,34,9090,83,106,242,719,16564,2,3.0,464,256,162,313,506,68,291,2536,254,2139,0.0,11,262,3,59,252,659,292,1,39,1258,56,M225,307,789,19,5,93,432,7851,54,1.0,18648,479,ELLA BAKER SCHOOL,2011,,53.9,327.0,3.7,10.1,4.6,24.5,47.7,17.7,46.5,53.5,12.349799733,1,1,0
M234,2,58,69,1025,231,26,371,1744,360,67,34,7320,83,48,140,571,13276,2,3.0,7,220,58,307,195,66,87,2069,295,1060,583.0,146,260,3,12,91,236,414,1,386,1355,9,M234,307,481,9,8,103,427,6514,92,0.0,15348,440,PS 234 INDEPENDENCE SCHOOL,2011,,7.3,846.0,1.1,12.6,14.7,3.9,8.2,69.5,48.7,51.3,0.200267022697,1,0,0
M255,2,17,379,820,457,24,369,990,360,62,34,7133,83,65,363,450,13206,2,3.0,8,171,17,567,63,66,332,2384,310,1861,0.0,11,260,3,257,270,590,656,1,43,1302,254,M255,307,590,24,112,113,422,5910,124,0.0,15533,368,MS 255 SALK SCHOOL OF SCIENCE,2011,,16.7,388.0,0.8,11.6,17.5,6.7,12.6,62.6,44.3,55.7,1.60213618158,0,1,0
M260,2,58,269,1193,594,24,316,7656,362,67,34,8345,83,67,404,614,21097,2,3.0,6,3,58,336,245,68,288,1710,325,2134,6723.0,6,260,3,11,292,753,764,1,57,660,8,M260,307,624,5,13,151,429,7152,54,0.0,23201,559,MS 260 CLINTON SCHL WRITERS &,2011,,31.6,273.0,3.7,21.2,11.4,11.0,24.5,51.6,34.4,65.6,4.67289719626,0,1,0
M267,2,10,52,1168,41,25,635,1618,357,62,34,11141,83,50,263,704,22170,2,3.0,2,278,10,236,291,63,3559,590,227,7642,0.0,17,260,3,9,42,4189,603,1,26,180,6,M267,307,2883,4,2,527,419,6852,51,0.0,24163,487,P.S. 267,2011,,35.0,46.0,15.2,2.2,10.9,2.2,8.7,69.6,58.7,41.3,5.67423230975,1,0,0
M276,2,63,79,984,41,24,181,998,359,65,34,7298,83,50,326,815,12098,2,3.0,487,3,63,298,364,65,167,1504,288,1252,0.0,38,260,3,10,154,585,145,1,35,883,6,M276,307,480,12,7,139,423,6342,54,0.0,14158,231,BATTERY PARK CITY SCHOOL,2011,,7.8,331.0,4.5,8.5,21.8,6.0,5.7,42.9,53.2,46.8,0.267022696929,1,1,0
M288,2,61,471,826,442,24,402,1703,371,78,34,9722,83,165,585,720,16793,2,3.0,5,580,61,217,194,74,619,2224,191,2257,1.0,12,263,3,26,168,543,162,1,286,687,23,M288,307,591,70,10,671,450,8535,150,1.0,18798,243,FOOD AND FINANCE HIGH SCHOOL,2011,,74.7,423.0,3.1,19.4,1.9,46.3,47.5,3.8,42.6,57.4,30.7076101469,0,0,1
M289,2,10,86,1239,562,24,419,1433,366,71,34,8052,83,140,475,729,14918,2,3.0,102,286,10,336,329,69,124,2255,313,1930,0.0,52,262,3,23,287,736,650,1,486,893,20,M289,307,538,25,8,85,436,6867,90,1.0,17030,520,IS 289,2011,,46.6,287.0,2.4,13.6,43.6,9.4,18.1,27.5,48.4,51.6,9.34579439252,0,1,0
M290,2,79,99,756,286,24,252,931,361,69,34,7586,83,158,233,491,13215,2,3.0,3,187,79,316,261,67,53,2587,303,1276,0.0,6,260,3,13,115,318,372,1,666,1447,10,M290,307,298,23,8,365,431,6883,85,0.0,15300,106,PS 290 MANHATTAN NEW SCHOOL,2011,,13.4,637.0,2.4,16.8,12.9,3.8,8.9,72.1,50.7,49.3,1.06809078772,1,0,0
M294,2,152,570,694,308,489,465,1365,372,80,34,9927,83,185,997,643,16682,2,3.0,3,256,152,293,97,74,426,3376,272,1167,1.0,74,264,3,21,219,719,416,1,648,450,18,M294,307,23,111,10,106,452,8616,93,1.0,18766,208,HIGH SCHOOL FOR HISTORY & COMMUNICATION,2011,,75.6,328.0,5.5,20.4,5.2,29.0,58.2,7.3,54.0,46.0,31.909212283,0,0,1
M296,2,82,294,770,428,255,402,1703,370,76,34,8430,83,269,805,720,13972,2,3.0,5,580,82,203,156,73,399,1802,190,1184,1.0,12,263,3,13,169,557,143,1,52,224,10,M296,307,4,34,11,184,446,7458,108,1.0,15960,225,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2011,,68.3,390.0,12.8,17.7,5.4,29.2,63.3,1.8,32.3,67.7,23.1642189586,0,0,1
M298,2,92,663,718,425,24,596,1513,369,73,34,8282,83,138,529,589,14194,2,3.0,3,326,92,346,61,71,458,1700,298,1889,1.0,12,263,3,48,174,548,248,1,44,263,45,M298,307,671,29,7,240,442,7277,115,1.0,16320,267,PACE HIGH SCHOOL,2011,,67.0,413.0,2.2,12.6,10.9,36.3,41.6,6.8,45.0,55.0,22.3631508678,0,0,1
M300,2,202,273,903,401,514,404,1705,372,79,34,8804,83,357,643,720,15790,2,3.0,52,580,202,380,241,74,438,2390,370,1785,1.0,11,263,3,10,190,551,199,1,56,709,7,M300,307,699,85,12,123,451,7570,91,1.0,17959,273,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2011,,83.3,393.0,11.5,19.6,5.1,25.7,62.3,5.1,74.3,25.7,51.2016021362,0,0,1
M303,2,71,422,922,460,463,402,1703,373,81,34,10071,83,608,664,720,17134,2,3.0,6,580,71,373,279,75,482,2469,361,1898,1.0,257,264,3,12,234,405,711,1,59,625,9,M303,307,667,92,251,115,454,7822,91,1.0,19299,253,THE FACING HISTORY SCHOOL,2011,,83.8,412.0,19.9,23.1,1.2,25.7,70.4,2.4,49.8,50.2,53.0040053405,0,0,1
M305,2,87,562,633,579,583,465,1365,370,75,34,8019,83,111,464,643,13773,2,3.0,136,256,87,402,56,72,262,2110,360,1559,1.0,68,263,3,42,254,720,382,1,47,197,40,M305,307,109,82,8,144,444,6886,88,1.0,15959,188,THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2011,,73.4,290.0,5.9,14.5,3.1,41.7,52.4,2.4,40.7,59.3,29.1054739653,0,0,1
M308,2,182,558,716,573,27,466,1366,373,82,34,8141,83,137,759,643,15703,2,222.0,9,256,182,347,132,76,443,3338,300,1961,1.0,45,263,3,48,426,706,240,1,472,873,45,M308,307,514,117,14,154,455,7060,87,1.0,17844,195,LOWER MANHATTAN ARTS ACADEMY,2011,,77.0,324.0,5.2,27.2,9.6,30.9,55.2,3.4,41.4,58.6,35.3805073431,0,0,1
M312,2,43,155,1080,41,27,356,1083,360,62,34,7057,127,59,401,455,12354,2,3.0,8,272,43,307,137,66,191,1628,272,1462,0.0,58,260,3,36,148,363,167,1,42,852,33,M312,307,494,11,397,168,422,6466,96,0.0,14422,509,NYC LAB MS FOR COLL. STUDIES,2011,,33.4,562.0,0.5,11.4,41.6,4.4,11.0,34.5,49.5,50.5,5.14018691589,0,1,0
M313,2,94,701,778,638,992,597,1315,368,72,34,8464,83,308,909,516,16550,2,3.0,4,200,94,273,174,71,423,3309,262,2591,1.0,6,262,3,11,283,886,635,1,47,373,7,M313,307,765,58,9,293,440,6943,85,1.0,18601,214,THE JAMES BALDWIN SCHOOL: A SCHOOL FOR EXPEDITIO,2011,,55.7,253.0,5.5,14.6,3.2,34.0,54.2,7.1,54.9,45.1,13.2843791722,0,0,1
M316,2,88,735,850,916,841,178,14619,372,79,34,6777,83,119,499,528,26971,2,3.0,3,3,88,379,245,74,94,2493,368,2144,13911.0,26,264,3,11,216,609,310,1,55,145,8,M316,307,468,237,10,140,451,5761,225,1.0,29139,216,THE URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG,2011,,86.7,369.0,4.3,19.0,2.4,43.6,49.6,1.4,0.0,100.0,60.6809078772,0,0,1
M347,2,627,766,10753,41,246,798,2676,378,95,34,34870,83,1053,1672,1333,61228,2,3.0,2854,546,627,476,997,80,1007,8069,401,4232,0.0,755,264,3,76,408,1514,1736,1,342,4631,72,M347,307,1075,161,1488,115,473,27002,300,1.0,63515,9367,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SC,2011,,87.0,224.0,3.6,41.5,5.8,19.2,45.5,25.9,48.2,51.8,61.481975968,1,1,0
M374,2,74,206,907,417,182,294,1067,367,71,34,8089,83,88,481,556,13200,2,3.0,3,215,74,187,259,71,229,1314,178,1749,1.0,11,263,3,9,166,514,462,1,41,235,6,M374,307,583,85,6,228,439,7105,104,1.0,15164,259,GRAMERCY ARTS HIGH SCHOOL,2011,,66.9,461.0,2.8,11.7,2.4,46.9,42.7,7.2,30.2,69.8,22.1628838451,0,0,1
M376,2,139,220,623,751,210,537,1353,365,67,34,6465,83,75,327,584,12385,2,3.0,2,231,139,276,21,69,177,1089,266,2715,1.0,16,262,3,10,231,1009,226,1,36,63,6,M376,307,753,45,5,198,431,5821,100,1.0,14430,213,NYCISCHOOL,2011,,44.7,318.0,0.166666666667,9.1,11.6,20.4,44.7,23.0,47.5,52.5,8.6782376502,0,0,1
M392,2,54,448,955,41,24,597,1315,371,76,34,10113,83,321,552,516,16326,2,3.0,10,200,54,330,328,73,835,1530,308,2359,1.0,54,263,3,23,56,984,848,1,48,399,20,M392,307,879,106,97,358,447,7771,166,1.0,18442,238,MANHATTAN BUSINESS ACADEMY,2011,,74.6,212.0,6.6,16.0,7.5,32.1,52.4,7.5,54.7,45.3,30.5740987984,0,0,1
M393,2,60,217,839,722,739,311,1119,374,82,34,9299,83,133,297,524,15596,2,3.0,3,283,60,258,264,76,614,1875,248,2404,1.0,8,264,3,10,125,992,679,1,61,433,7,M393,307,531,12,12,147,456,7599,249,1.0,17649,185,THE BUSINESS OF SPORTS SCHOOL,2011,,83.5,210.0,11.0,24.8,3.3,35.2,57.1,3.8,73.8,26.2,51.8691588785,0,0,1
M394,2,116,767,1078,696,60,596,1513,371,78,34,10656,83,766,589,589,17965,2,3.0,2,326,116,275,525,71,2349,1991,266,2611,1.0,102,266,3,9,540,911,1029,1,24,7,6,M394,307,752,178,1,251,449,5782,447,1.0,20028,164,EMMA LAZARUS HIGH SCHOOL,2011,,100.0,235.0,86.0,0.0,60.4,5.5,31.1,3.0,52.3,47.7,100.0,0,0,1
M397,2,26,8,3504,41,24,366,389,357,60,34,6735,83,65,1189,20,15890,2,3.0,2,3,26,299,2394,63,348,2002,290,3233,0.0,8,260,3,9,9,1779,399,1,24,745,6,M397,307,1278,7,1,134,417,5504,400,0.0,17945,720,SPRUCE STREET SCHOOL,2011,,8.3,108.0,2.8,0.0,13.0,1.9,19.4,56.5,58.3,41.7,0.467289719626,1,0,0
M399,2,114,257,1042,41,639,294,1067,373,82,34,9569,83,301,863,557,16931,2,3.0,3,215,114,309,377,75,481,3205,292,1933,1.0,6,264,3,17,22,1308,1140,1,54,1368,14,M399,307,318,67,28,239,455,7374,195,1.0,19034,275,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,2011,,85.0,159.0,32.1,18.2,42.8,13.8,35.2,4.4,50.3,49.7,55.8077436582,0,0,1
M400,2,35,193,803,740,210,386,3093,368,71,34,5763,83,79,642,460,13180,2,47.0,81,217,35,184,199,71,187,1754,162,1733,2031.0,51,262,72,22,86,180,143,1,170,405,19,M400,307,643,69,8,162,439,4982,100,1.0,15141,214,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,2011,,55.9,1429.0,7.4,12.9,16.1,15.0,56.2,12.6,49.5,50.5,13.5514018692,0,0,1
M407,2,19,207,612,711,24,354,817,361,60,34,6384,83,46,67,331,10385,2,3.0,3,131,19,297,43,66,194,663,251,1890,1.0,12,260,3,47,122,482,187,1,37,204,43,M407,307,601,51,5,91,421,5805,85,0.0,12442,179,INSTITUTE FOR COLLABORATIVE EDUCATION,2011,,15.4,493.0,0.2,8.7,5.3,9.5,20.7,50.5,52.3,47.7,1.40186915888,0,1,1
M408,2,28,261,613,661,152,291,1173,360,58,34,7922,83,2024,232,619,12236,2,3.0,2,262,28,279,48,65,89,921,260,1579,1.0,253,260,3,19,161,456,130,1,75,38,16,M408,307,373,4,3,86,418,5298,120,0.0,14271,176,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2011,,27.8,495.0,1.8,3.0,5.5,20.6,29.7,37.0,26.5,73.5,3.80507343124,0,1,1
M411,2,16,187,751,397,24,539,6479,365,67,34,6245,83,115,695,920,15903,2,3.0,2,327,16,303,168,68,142,1322,294,1090,4692.0,13,263,38,10,344,355,349,1,26,42,6,M411,307,249,57,2,86,432,5432,95,1.0,17976,194,BARUCH COLLEGE CAMPUS HIGH SCHOOL,2011,,62.2,438.0,1.1,2.1,60.5,6.6,11.4,21.5,42.5,57.5,18.8918558077,0,0,1
M412,2,39,263,686,583,128,357,1087,361,62,34,6274,83,46,363,456,13088,2,3.0,7,272,39,313,55,67,35,2191,272,2812,1.0,61,260,3,40,368,421,152,1,442,624,37,M412,307,532,10,1037,238,423,5860,98,0.0,15162,241,NYC LAB SCHOOL FOR COLLABORATIVE STUDIES,2011,,23.8,524.0,1.1,12.8,27.7,8.0,14.3,49.2,48.9,51.1,2.73698264352,0,0,1
